Epoch,SGD,AdaGrad,RMSprop,Momentum,Adam
32,2.282386302947998,1.7528549432754517,0.9487288594245911,0.016615305095911026,0.10041380673646927
33,2.282261610031128,1.7447315454483032,0.8397024273872375,0.01409283746033907,0.07031174004077911
34,2.2800817489624023,1.7438397407531738,0.8315788507461548,0.011979733593761921,0.06501379609107971
35,2.280550479888916,1.7339584827423096,0.8330665826797485,0.01392606645822525,0.10275360196828842
36,2.279515266418457,1.7363476753234863,0.7998806834220886,0.012639164924621582,0.07705505192279816
37,2.274631977081299,1.7388153076171875,0.833893895149231,0.013088542968034744,0.08718475699424744
38,2.2746660709381104,1.7458298206329346,0.8193109631538391,0.013492411002516747,0.08956479281187057
39,2.2737417221069336,1.7237074375152588,0.8034185767173767,0.014879647642374039,0.1324436217546463
40,2.271249771118164,1.739794373512268,0.8375822305679321,0.01308823935687542,0.11789920181035995
41,2.2695696353912354,1.7013375759124756,0.6943364143371582,0.011589353904128075,0.06409712135791779
42,2.265737533569336,1.7085376977920532,0.681725025177002,0.012645253911614418,0.05509912967681885
43,2.266526222229004,1.7039796113967896,0.6848207712173462,0.011648162268102169,0.05531417205929756
44,2.262601852416992,1.7065985202789307,0.6978001594543457,0.012432816438376904,0.07175076752901077
45,2.259779453277588,1.7203569412231445,0.7171398997306824,0.010957029648125172,0.06918420642614365
46,2.2581799030303955,1.697908639907837,0.7146382927894592,0.011752753518521786,0.08032795786857605
47,2.2517738342285156,1.7023295164108276,0.7085751295089722,0.01231442578136921,0.10058968514204025
48,2.2521731853485107,1.7090117931365967,0.7126142978668213,0.01085601281374693,0.10769552737474442
49,2.2475855350494385,1.6827690601348877,0.573177695274353,0.010066497139632702,0.07191874086856842
50,2.2440762519836426,1.6990830898284912,0.5723192691802979,0.010954485274851322,0.06852341443300247
51,2.2396042346954346,1.7105621099472046,0.60173499584198,0.009091291576623917,0.06318588554859161
52,2.2335288524627686,1.6765185594558716,0.5725363492965698,0.011379779316484928,0.07502217590808868
53,2.233909845352173,1.6705176830291748,0.5788028836250305,0.011522284708917141,0.10429759323596954
54,2.2264227867126465,1.6690750122070312,0.5765620470046997,0.01033800095319748,0.0886656790971756
55,2.2165346145629883,1.661458134651184,0.5851656198501587,0.009687800891697407,0.08753950148820877
56,2.2135262489318848,1.639986276626587,0.6249470114707947,0.01074302103370428,0.1012720912694931
57,2.208455801010132,1.6610051393508911,0.4248979091644287,0.009601930156350136,0.06289169192314148
58,2.203538417816162,1.6527626514434814,0.45085594058036804,0.00935343373566866,0.06006447970867157
59,2.197655200958252,1.6552681922912598,0.45896682143211365,0.01006067730486393,0.06208421289920807
60,2.1919491291046143,1.6504298448562622,0.47646647691726685,0.008962537162005901,0.07412488758563995
61,2.1832756996154785,1.6468079090118408,0.4797489643096924,0.008355489000678062,0.06917756050825119
62,2.1758692264556885,1.653283715248108,0.46954235434532166,0.008887950330972672,0.06409326940774918
63,2.1690752506256104,1.6369036436080933,0.48039859533309937,0.008966948837041855,0.10886941850185394
64,2.1624393463134766,1.6477328538894653,0.48557302355766296,0.010721069760620594,0.09639964252710342
65,2.161428928375244,1.6291284561157227,0.3186126947402954,0.008898529224097729,0.08047574013471603
66,2.150184392929077,1.6297394037246704,0.3561656177043915,0.008067602291703224,0.06784962862730026
67,2.1480300426483154,1.6324528455734253,0.35078155994415283,0.008938705548644066,0.05988793820142746
68,2.1350061893463135,1.6366976499557495,0.37166568636894226,0.007623466197401285,0.048198241740465164
69,2.1149914264678955,1.630906581878662,0.3731323182582855,0.007784533314406872,0.06438516825437546
70,2.1292426586151123,1.615481972694397,0.36431485414505005,0.008708401583135128,0.09720467776060104
71,2.1195366382598877,1.6126883029937744,0.3909977376461029,0.008112739771604538,0.0813421979546547
72,2.1181883811950684,1.6250065565109253,0.3869774341583252,0.009667840786278248,0.087117038667202
73,2.110060691833496,1.5904974937438965,0.24375098943710327,0.007304451894015074,0.046568676829338074
74,2.0916991233825684,1.5991827249526978,0.25986355543136597,0.008050966076552868,0.039990320801734924
75,2.094350814819336,1.6077953577041626,0.2570655345916748,0.00789150595664978,0.05338680371642113
76,2.090470314025879,1.6199835538864136,0.2605282962322235,0.008849444799125195,0.0755799412727356
77,2.0745911598205566,1.6075329780578613,0.2926788032054901,0.008114440366625786,0.07598591595888138
78,2.071223258972168,1.6084623336791992,0.28116998076438904,0.007723846938461065,0.0868137925863266
79,2.057168960571289,1.6045042276382446,0.2951629161834717,0.007331548258662224,0.09245961159467697
80,2.052311897277832,1.5946629047393799,0.2986504137516022,0.006115340162068605,0.09595481306314468
81,2.0463740825653076,1.587067723274231,0.17880630493164062,0.00736686447635293,0.06379121541976929
82,2.030177354812622,1.5657382011413574,0.20758745074272156,0.007141924928873777,0.09120967239141464
83,2.0313076972961426,1.5908865928649902,0.21095548570156097,0.008062592707574368,0.05864658206701279
84,2.0214123725891113,1.6029276847839355,0.21557848155498505,0.007001779042184353,0.06110474467277527
85,2.026477098464966,1.579676628112793,0.21968849003314972,0.00615826528519392,0.07765915244817734
86,2.001267910003662,1.5818543434143066,0.2034827619791031,0.006090355571359396,0.0692351832985878
87,1.9937785863876343,1.5874491930007935,0.22185508906841278,0.007800376042723656,0.08113539963960648
88,2.0034096240997314,1.578952670097351,0.22430379688739777,0.006713885348290205,0.06892890483140945
89,1.9828282594680786,1.5858962535858154,0.1403854340314865,0.006916071753948927,0.045823194086551666
90,1.9782652854919434,1.5566258430480957,0.1366874724626541,0.005888232495635748,0.050176072865724564
91,1.984926700592041,1.5815603733062744,0.1625947803258896,0.005998059641569853,0.0583278127014637
92,1.9624276161193848,1.5875691175460815,0.16747353971004486,0.007002335041761398,0.05549299344420433
93,1.961594581604004,1.5632514953613281,0.17298364639282227,0.006953829899430275,0.05815044045448303
94,1.956608533859253,1.5617070198059082,0.17916527390480042,0.005817673169076443,0.06593118607997894
95,1.9589022397994995,1.560092806816101,0.1786065250635147,0.006156345829367638,0.06504492461681366
96,1.9711273908615112,1.5480446815490723,0.18622130155563354,0.006905824411660433,0.06876149773597717
97,1.9474661350250244,1.556071162223816,0.10234429687261581,0.005315450020134449,0.03766459599137306
98,1.9369559288024902,1.5533583164215088,0.13679179549217224,0.005660254508256912,0.03993203490972519
99,1.9337860345840454,1.574257254600525,0.1167418584227562,0.00544857420027256,0.05010686442255974
100,1.9478883743286133,1.5285719633102417,0.12667067348957062,0.00665276637300849,0.05004821717739105
